category,part_number,description,price,currency,stock,date,fetched_at,source
module,MOD-DISP-7334,Adafruit Display Module,70.51,USD,2425,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-9763,TI Microcontroller Module,96.86,USD,3790,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-7010,TI Motor Driver Module,6.22,USD,5596,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-8916,SparkFun Motor Driver Module,135.23,USD,2318,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-2849,Adafruit Sensor Module,28.05,USD,8434,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-2759,Adafruit WiFi Module,109.3,USD,28,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-3997,STMicro Display Module,112.55,USD,6688,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-9358,Seeed Microcontroller Module,60.84,USD,5575,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-1927,STMicro Bluetooth Module,37.6,USD,630,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-3186,Seeed Bluetooth Module,109.12,USD,2086,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-6941,Seeed Display Module,99.1,USD,1775,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-6175,Adafruit Microcontroller Module,43.52,USD,6258,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-1765,STMicro WiFi Module,152.9,USD,4207,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-9079,Waveshare Microcontroller Module,164.22,USD,7939,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-8972,Waveshare WiFi Module,24.54,USD,7174,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-9074,SparkFun Motor Driver Module,161.36,USD,4804,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-7236,STMicro WiFi Module,19.83,USD,235,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-3121,Adafruit Motor Driver Module,161.15,USD,2256,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-2183,Seeed Microcontroller Module,95.49,USD,1716,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-6017,Espressif Bluetooth Module,157.41,USD,120,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-2230,SparkFun Power Supply Module,178.67,USD,1981,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-8875,TI Sensor Module,156.15,USD,7624,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-5164,SparkFun Display Module,102.48,USD,1684,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-1613,Adafruit Power Supply Module,160.89,USD,7606,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-7348,Seeed Power Supply Module,134.06,USD,1523,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-1074,TI Motor Driver Module,30.81,USD,61,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-5831,Adafruit Motor Driver Module,145.68,USD,4736,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-9625,STMicro Motor Driver Module,85.1,USD,5027,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-4265,Adafruit Sensor Module,179.92,USD,70,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-3036,Adafruit Motor Driver Module,139.59,USD,7283,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-6539,TI Motor Driver Module,88.49,USD,5954,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-4568,Espressif Power Supply Module,102.94,USD,1938,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-2131,STMicro Power Supply Module,173.2,USD,4888,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-9083,Espressif Microcontroller Module,143.15,USD,7654,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-3176,TI Sensor Module,99.81,USD,5792,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-4484,STMicro Display Module,136.39,USD,3433,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-3752,Adafruit Bluetooth Module,47.69,USD,7211,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-1860,SparkFun Microcontroller Module,87.34,USD,3207,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-8606,STMicro Microcontroller Module,83.41,USD,4626,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-9578,Espressif Motor Driver Module,145.16,USD,1672,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-8945,STMicro Sensor Module,30.71,USD,308,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-5964,Seeed Sensor Module,81.14,USD,6637,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-9012,TI WiFi Module,88.86,USD,5566,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-6310,STMicro Microcontroller Module,140.98,USD,7041,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-9622,Waveshare WiFi Module,71.25,USD,7975,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-3656,TI Power Supply Module,163.36,USD,8417,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-4102,Seeed Display Module,69.31,USD,5093,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-1996,Espressif Display Module,122.79,USD,8282,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-7409,Adafruit WiFi Module,67.46,USD,3454,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-5441,Seeed Bluetooth Module,64.61,USD,4634,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-6902,Seeed Bluetooth Module,49.96,USD,2359,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-8573,SparkFun Bluetooth Module,19.16,USD,4418,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-6961,Waveshare Power Supply Module,155.38,USD,6377,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-4954,SparkFun Power Supply Module,45.48,USD,699,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-3231,Espressif Microcontroller Module,184.25,USD,1000,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-9179,Waveshare WiFi Module,22.7,USD,3976,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-5845,SparkFun Display Module,58.6,USD,6353,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-7529,Seeed Microcontroller Module,133.62,USD,3451,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-4159,Waveshare WiFi Module,158.63,USD,4398,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-3258,Waveshare Display Module,74.77,USD,7709,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-5135,TI WiFi Module,143.42,USD,4529,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-7577,Seeed Motor Driver Module,132.74,USD,4115,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-4869,Espressif Power Supply Module,108.12,USD,3658,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-6216,TI Motor Driver Module,69.15,USD,3720,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-1620,SparkFun WiFi Module,74.73,USD,7762,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-6569,SparkFun Bluetooth Module,14.6,USD,4048,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-1970,Adafruit Display Module,129.42,USD,854,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-6411,TI WiFi Module,20.11,USD,6648,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-3263,Adafruit WiFi Module,156.48,USD,8411,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-9301,STMicro Display Module,36.89,USD,2883,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-4722,Espressif Power Supply Module,137.01,USD,364,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-2446,Waveshare Motor Driver Module,30.02,USD,7877,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-4681,Seeed Display Module,141.0,USD,5284,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-3094,SparkFun Microcontroller Module,114.29,USD,504,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-9038,STMicro WiFi Module,178.41,USD,2418,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-3707,STMicro Motor Driver Module,171.36,USD,7451,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-9318,Espressif WiFi Module,128.0,USD,6110,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-9544,Seeed Sensor Module,119.02,USD,2559,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-7952,STMicro WiFi Module,160.48,USD,3120,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-6877,Adafruit WiFi Module,86.02,USD,3909,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-8938,Seeed Bluetooth Module,163.12,USD,5363,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-2947,SparkFun Sensor Module,69.98,USD,3390,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-2664,Espressif Power Supply Module,79.58,USD,5598,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-1316,SparkFun Sensor Module,47.68,USD,3540,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-8750,SparkFun Bluetooth Module,8.61,USD,4028,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-5212,Espressif Microcontroller Module,110.49,USD,2722,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-9595,Adafruit Bluetooth Module,136.23,USD,4137,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-7836,Espressif Microcontroller Module,163.63,USD,7405,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-7606,STMicro Sensor Module,89.35,USD,2300,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-8740,Seeed Power Supply Module,90.64,USD,8294,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-7209,SparkFun Display Module,21.54,USD,6788,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-9104,Seeed Power Supply Module,155.33,USD,4686,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-3359,Adafruit WiFi Module,81.25,USD,1373,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-2582,TI Power Supply Module,184.91,USD,3094,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-8802,STMicro Microcontroller Module,79.37,USD,454,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-9803,Espressif Power Supply Module,13.83,USD,4903,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-9137,STMicro Sensor Module,37.08,USD,4796,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-2810,TI Sensor Module,26.07,USD,3861,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-3095,Seeed Microcontroller Module,154.96,USD,1382,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-9566,Waveshare Display Module,142.93,USD,2229,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-3354,Espressif Display Module,96.82,USD,6411,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-2941,Waveshare Motor Driver Module,45.36,USD,3369,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-8062,Espressif Sensor Module,158.78,USD,7668,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-9096,Espressif Microcontroller Module,40.45,USD,4847,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-6807,Espressif Power Supply Module,174.58,USD,8033,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-1042,Adafruit Bluetooth Module,27.84,USD,3473,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-5911,STMicro Bluetooth Module,14.42,USD,244,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-3670,Adafruit Microcontroller Module,132.07,USD,7933,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-3808,STMicro Sensor Module,150.01,USD,4391,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-8284,SparkFun Motor Driver Module,132.5,USD,3772,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-5823,Waveshare Power Supply Module,73.53,USD,3994,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-6965,SparkFun Display Module,158.41,USD,4793,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-6095,STMicro Bluetooth Module,9.67,USD,6654,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-4683,Adafruit Microcontroller Module,138.04,USD,7946,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-6839,STMicro Microcontroller Module,66.0,USD,6946,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-3642,Adafruit Display Module,141.08,USD,7203,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-8024,Waveshare Power Supply Module,129.9,USD,3495,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-4204,STMicro Motor Driver Module,46.23,USD,6755,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-1534,STMicro Power Supply Module,106.16,USD,4843,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-6020,Seeed Microcontroller Module,25.94,USD,7352,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-2643,TI Microcontroller Module,95.26,USD,7743,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-6594,STMicro Microcontroller Module,77.31,USD,685,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-2658,Waveshare Microcontroller Module,145.82,USD,7062,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-2646,SparkFun Microcontroller Module,137.95,USD,6316,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-5977,Espressif Sensor Module,27.29,USD,2940,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-7453,TI Bluetooth Module,156.54,USD,1348,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-6034,STMicro Display Module,34.54,USD,4875,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-2634,STMicro Bluetooth Module,67.98,USD,7360,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MOTO-3094,STMicro Motor Driver Module,3.47,USD,8092,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-3000,Seeed WiFi Module,6.86,USD,5681,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-2293,TI Bluetooth Module,34.73,USD,46,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-BLUE-6217,STMicro Bluetooth Module,58.41,USD,788,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-8689,Seeed Power Supply Module,55.98,USD,4261,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-WIFI-8062,Waveshare WiFi Module,54.59,USD,979,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-DISP-2930,SparkFun Display Module,162.7,USD,5455,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-POWE-7546,Waveshare Power Supply Module,154.54,USD,5187,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-SENS-7651,TI Sensor Module,69.76,USD,5136,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
module,MOD-MICR-5645,STMicro Microcontroller Module,133.37,USD,2633,2026-02-20,2026-02-20 16:09:30,FAKE_MODULES_20260220
